source	rate_label	rate_per_generation	Ne	scenario	locus	n_typed	age_bound_Ma	p_all_I	p_all_II	p_sample_mixed	p_all_I_given_TypeI_detected
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	double_older_upper_bounds	1p31.1b	67	2.0	0.13055733147663276	0.4803383390178107	0.38910432950555657	0.25123525801359325
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	double_older_upper_bounds	1q22	348	2.0	0.12927179250199888	0.38937678399379033	0.48135142350421084	0.21170467992930728
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	double_older_upper_bounds	1q23.3	350	28.28	0.9697953530630087	0.01342552069825025	0.016779126238741067	0.9829925397516702
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	double_older_upper_bounds	21q21.1	181	12.54	0.7735838903098701	0.10951844678176534	0.11689766290836459	0.868725340254504
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	double_older_upper_bounds	22q11.21	217	6.68	0.5205825953803104	0.22656229021243768	0.25285511440725195	0.6730763043908179
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	double_older_upper_bounds	3p25.3	381	43.92	0.9959199651482571	0.0017938987293584737	0.002286136122384435	0.9977097554107569
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	double_older_upper_bounds	3q12.3	371	19.96	0.9123828742657426	0.038654788713872186	0.04896233702038521	0.9490689333596604
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	double_older_upper_bounds	3q13.2	347	2.0	0.12927267668265818	0.3895199837273955	0.4812073395899463	0.21175578763733455
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	double_older_upper_bounds	3q27.2	369	2.0	0.12925433149376783	0.38647229733483857	0.4842733711713936	0.21067399390816036
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	double_older_upper_bounds	4q32.3	364	33.46	0.984435855403574	0.006883347562722002	0.008680797033703964	0.9912590358721709
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	double_older_upper_bounds	5p12	504	48.48	0.997723799749204	0.0009655533403772142	0.0013106469104187867	0.9986880863669906
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	double_older_upper_bounds	5q33.3	481	2.0	0.12918695172819228	0.37359803294502003	0.4972150153267877	0.2062365039106804
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	older_loci_unlimited_time	12q13.2	237	2.0	0.12941547343044768	0.4089580687505721	0.4616264578189802	0.21896157715387632
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	older_loci_unlimited_time	1p31.1b	67	2.0	0.13055733147663276	0.4803383390178107	0.38910432950555657	0.25123525801359325
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	older_loci_unlimited_time	1q22	348	2.0	0.12927179250199888	0.38937678399379033	0.48135142350421084	0.21170467992930728
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	older_loci_unlimited_time	3q13.2	347	2.0	0.12927267668265818	0.3895199837273955	0.4812073395899463	0.21175578763733455
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	older_loci_unlimited_time	3q27.2	369	2.0	0.12925433149376783	0.38647229733483857	0.4842733711713936	0.21067399390816036
Dumont_Eichler_2013	mean_across_families	3.2e-06	10000	older_loci_unlimited_time	5q33.3	481	2.0	0.12918695172819228	0.37359803294502003	0.4972150153267877	0.2062365039106804
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	10p12.1	427	2.91	0.5822892194938065	0.02912661253674113	0.38858416796945233	0.5997581425269444
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	11q23.3	523	24.18	0.9999448661043788	3.5266081187259477e-06	5.1607287502447375e-05	0.9999483925304983
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	12q13.2	237	2.0	0.39047769744564187	0.05490144314733845	0.5546208594070197	0.41316082287332956
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	19p12e	489	23.47	0.9999257150107262	4.887734529086125e-06	6.939725474466792e-05	0.9999306024060584
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	1p31.1b	67	2.0	0.39313991820977456	0.09302215072748544	0.51383793106274	0.43346143296124756
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	1q22	348	2.0	0.390141470084662	0.04674085060446524	0.5631176793108729	0.40927115185000024
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	1q23.3	350	14.14	0.9962625152067263	0.0002830284464098817	0.003454456346863856	0.9965445656669252
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	21q21.1	181	6.27	0.8982321470079035	0.010169184415615096	0.09159866857648136	0.9074602779239576
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	22q11.21	217	3.34	0.6515397825169935	0.03227411351497702	0.3161861039680295	0.6732689407364294
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	3p25.3	381	21.96	0.9998599687412426	1.0232539644245647e-05	0.00012979871911314366	0.9998701999527028
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	3q12.3	371	9.98	0.9785509422767849	0.0015849729389672254	0.019864084784247924	0.9801043811983474
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	3q13.2	347	2.0	0.39014354000338075	0.046797256721017394	0.5630592032756018	0.4092975421590807
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	3q27.2	369	2.0	0.39010059068412356	0.04560693916946839	0.5642924701464082	0.4087420651871152
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	4q32.3	364	16.73	0.9987405703375839	9.381337377469124e-05	0.0011656162886414093	0.9988342743507025
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	5p12	504	24.24	0.999946239744797	3.492637737739503e-06	5.026761746524416e-05	0.9999497322069675
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	individual_older_upper_bounds	5q33.3	481	2.0	0.3899428038680641	0.04080998086595226	0.5692472152659837	0.4065334251706483
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	10p12.1	427	5.82	0.8768961087563941	0.008574808931380934	0.11452908231222494	0.8844803588369805
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	11q23.3	523	48.36	0.9999999978576156	1.3703646990564296e-10	2.0053479111041334e-09	0.9999999979946521
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	12q13.2	237	2.0	0.39047769744564187	0.05490144314733845	0.5546208594070197	0.41316082287332956
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	19p12e	489	46.94	0.9999999961105502	2.559134925423213e-10	3.6335362697198103e-09	0.9999999963664638
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	1p31.1b	67	2.0	0.39313991820977456	0.09302215072748544	0.51383793106274	0.43346143296124756
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	1q22	348	2.0	0.390141470084662	0.04674085060446524	0.5631176793108729	0.40927115185000024
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	1q23.3	350	28.28	0.9999901510175155	7.458337267175219e-07	9.103148757744122e-06	0.9999908968444527
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	21q21.1	181	12.54	0.9926896262819559	0.0007304911443789694	0.006579882573665136	0.9934153073666777
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	22q11.21	217	6.68	0.9142978005618725	0.007934705465099931	0.07776749397302758	0.9216105085003639
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	3p25.3	381	43.92	0.9999999861757966	1.0101795453272077e-09	1.2814023903315228e-08	0.999999987185976
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	3q12.3	371	19.96	0.9996756458435069	2.396807203835011e-05	0.00030038608445477285	0.9996996067156974
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	3q13.2	347	2.0	0.39014354000338075	0.046797256721017394	0.5630592032756018	0.4092975421590807
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	3q27.2	369	2.0	0.39010059068412356	0.04560693916946839	0.5642924701464082	0.4087420651871152
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	4q32.3	364	33.46	0.9999988816948847	8.330117897104013e-08	1.0350039363175024e-06	0.9999989649959774
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	5p12	504	48.48	0.9999999979629759	1.3233913170712029e-10	1.904684973243426e-09	0.999999998095315
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	double_older_upper_bounds	5q33.3	481	2.0	0.3899428038680641	0.04080998086595226	0.5692472152659837	0.4065334251706483
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	older_loci_unlimited_time	12q13.2	237	2.0	0.39047769744564187	0.05490144314733845	0.5546208594070197	0.41316082287332956
Dumont_Eichler_2013	high_across_families	1.05e-05	10000	older_loci_unlimited_time	1p31.1b	67	2.0	0.39313991820977456	0.09302215072748544	0.51383793106274	0.43346143296124756
