sample_id	filename	platform	instrument_model	basecaller	basecaller_version	accession	bioproject_accession	path
HG02293	08_17_21_R941_HG02293_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.4.6	SRR26313859	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02293/raw_data/nanopore/guppy_6/08_17_21_R941_HG02293_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02293	08_17_21_R941_HG02293_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.4.6	SRR26313859	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02293/raw_data/nanopore/guppy_6/08_17_21_R941_HG02293_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02451	08_17_21_R941_HG02451_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.4.6	SRR26313855	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02451/raw_data/nanopore/guppy_6/08_17_21_R941_HG02451_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02451	08_17_21_R941_HG02451_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.4.6	SRR26313855	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02451/raw_data/nanopore/guppy_6/08_17_21_R941_HG02451_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02451	08_17_21_R941_HG02451_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.4.6	SRR26313855	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02451/raw_data/nanopore/guppy_6/08_17_21_R941_HG02451_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02514	02_15_22_R941_HG02514_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG02514/raw_data/nanopore/guppy_6/02_15_22_R941_HG02514_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02514	02_15_22_R941_HG02514_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG02514/raw_data/nanopore/guppy_6/02_15_22_R941_HG02514_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02514	02_15_22_R941_HG02514_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG02514/raw_data/nanopore/guppy_6/02_15_22_R941_HG02514_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02523	12_08_21_R941_HG02523_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.4.6	SRR26313822	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02523/raw_data/nanopore/guppy_6/12_08_21_R941_HG02523_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02523	12_08_21_R941_HG02523_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.4.6	SRR26313822	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02523/raw_data/nanopore/guppy_6/12_08_21_R941_HG02523_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02523	12_08_21_R941_HG02523_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.4.6	SRR26313822	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02523/raw_data/nanopore/guppy_6/12_08_21_R941_HG02523_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02647	08_10_21_R941_HG02647_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313838	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02647	08_10_21_R941_HG02647_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313838	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02647	08_10_21_R941_HG02647_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313838	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02647	08_10_21_R941_HG02647_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313838	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02668	07_20_21_R941_HG02668_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26304607	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02668/raw_data/nanopore/guppy_6/07_20_21_R941_HG02668_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02668	07_20_21_R941_HG02668_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26304607	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02668/raw_data/nanopore/guppy_6/07_20_21_R941_HG02668_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02668	07_20_21_R941_HG02668_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26304607	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02668/raw_data/nanopore/guppy_6/07_20_21_R941_HG02668_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02735	08_17_21_R941_HG02735_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313854	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02735/raw_data/nanopore/guppy_6/08_17_21_R941_HG02735_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02735	08_17_21_R941_HG02735_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313854	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02735/raw_data/nanopore/guppy_6/08_17_21_R941_HG02735_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02735	08_17_21_R941_HG02735_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313854	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02735/raw_data/nanopore/guppy_6/08_17_21_R941_HG02735_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02735	08_17_21_R941_HG02735_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313854	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02735/raw_data/nanopore/guppy_6/08_17_21_R941_HG02735_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02738	08_17_21_R941_HG02738_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313857	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02738/raw_data/nanopore/guppy_6/08_17_21_R941_HG02738_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02738	08_17_21_R941_HG02738_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313857	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02738/raw_data/nanopore/guppy_6/08_17_21_R941_HG02738_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02738	08_17_21_R941_HG02738_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313857	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02738/raw_data/nanopore/guppy_6/08_17_21_R941_HG02738_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02809	08_17_21_R941_HG02809_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313862	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02809/raw_data/nanopore/guppy_6/08_17_21_R941_HG02809_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02809	08_17_21_R941_HG02809_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313862	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02809/raw_data/nanopore/guppy_6/08_17_21_R941_HG02809_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02809	08_17_21_R941_HG02809_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313862	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02809/raw_data/nanopore/guppy_6/08_17_21_R941_HG02809_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02818	02_22_23_R1041_HG02818_1_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam	OXFORD_NANOPORE	PromethION	dorado	0.7.2		PRJNA731524	s3://human-pangenomics/working/HPRC_PLUS/HG02818/raw_data/nanopore/dorado0.7.2_sup4.1.0_5mCG_5hmCG/02_22_23_R1041_HG02818_1_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam
HG02818	02_22_23_R1041_HG02818_2_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam	OXFORD_NANOPORE	PromethION	dorado	0.7.2		PRJNA731524	s3://human-pangenomics/working/HPRC_PLUS/HG02818/raw_data/nanopore/dorado0.7.2_sup4.1.0_5mCG_5hmCG/02_22_23_R1041_HG02818_2_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam
HG02818	02_22_23_R1041_HG02818_3_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam	OXFORD_NANOPORE	PromethION	dorado	0.7.2		PRJNA731524	s3://human-pangenomics/working/HPRC_PLUS/HG02818/raw_data/nanopore/dorado0.7.2_sup4.1.0_5mCG_5hmCG/02_22_23_R1041_HG02818_3_dorado0.7.2_sup4.1.0_5mCG_5hmCG.bam
HG02841	08_03_21_R941_HG02841_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG02841/raw_data/nanopore/guppy_6/08_03_21_R941_HG02841_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02841	08_03_21_R941_HG02841_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG02841/raw_data/nanopore/guppy_6/08_03_21_R941_HG02841_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02841	08_03_21_R941_HG02841_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG02841/raw_data/nanopore/guppy_6/08_03_21_R941_HG02841_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02965	04_12_22_R941_HG02965_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26373414	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02965/raw_data/nanopore/guppy_6/04_12_22_R941_HG02965_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02965	04_12_22_R941_HG02965_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26373414	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02965/raw_data/nanopore/guppy_6/04_12_22_R941_HG02965_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02965	04_12_22_R941_HG02965_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26373414	PRJNA701308	s3://human-pangenomics/working/HPRC/HG02965/raw_data/nanopore/guppy_6/04_12_22_R941_HG02965_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02984	08_03_21_R941_HG02984_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG02984/raw_data/nanopore/guppy_6/08_03_21_R941_HG02984_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02984	08_03_21_R941_HG02984_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG02984/raw_data/nanopore/guppy_6/08_03_21_R941_HG02984_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02984	08_03_21_R941_HG02984_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG02984/raw_data/nanopore/guppy_6/08_03_21_R941_HG02984_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG02984	08_03_21_R941_HG02984_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG02984/raw_data/nanopore/guppy_6/08_03_21_R941_HG02984_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03017	03_01_22_R941_HG03017_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26373395	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03017/raw_data/nanopore/guppy_6/03_01_22_R941_HG03017_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03017	03_01_22_R941_HG03017_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26373395	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03017/raw_data/nanopore/guppy_6/03_01_22_R941_HG03017_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03017	03_01_22_R941_HG03017_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26373395	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03017/raw_data/nanopore/guppy_6/03_01_22_R941_HG03017_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03050	02_15_22_R941_HG03050_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG03050/raw_data/nanopore/guppy_6/02_15_22_R941_HG03050_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03050	02_15_22_R941_HG03050_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG03050/raw_data/nanopore/guppy_6/02_15_22_R941_HG03050_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03050	02_15_22_R941_HG03050_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG03050/raw_data/nanopore/guppy_6/02_15_22_R941_HG03050_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03098	05_17_22_R941_HG03098_1_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA731524	s3://human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/nanopore/guppy_6/05_17_22_R941_HG03098_1_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03098	05_17_22_R941_HG03098_1_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA731524	s3://human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/nanopore/guppy_6/05_17_22_R941_HG03098_1_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03098	05_17_22_R941_HG03098_1_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA731524	s3://human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/nanopore/guppy_6/05_17_22_R941_HG03098_1_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03098	05_17_22_R941_HG03098_2_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA731524	s3://human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/nanopore/guppy_6/05_17_22_R941_HG03098_2_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03098	05_17_22_R941_HG03098_2_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA731524	s3://human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/nanopore/guppy_6/05_17_22_R941_HG03098_2_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03098	05_17_22_R941_HG03098_2_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA731524	s3://human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/nanopore/guppy_6/05_17_22_R941_HG03098_2_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03098	HG03098_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA731524	s3://human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/nanopore/guppy_6/HG03098_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03098	HG03098_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA731524	s3://human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/nanopore/guppy_6/HG03098_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03098	HG03098_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA731524	s3://human-pangenomics/working/HPRC_PLUS/HG03098/raw_data/nanopore/guppy_6/HG03098_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03470	05_24_22_R941_HG03470_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG03470/raw_data/nanopore/guppy_6/05_24_22_R941_HG03470_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03470	05_24_22_R941_HG03470_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG03470/raw_data/nanopore/guppy_6/05_24_22_R941_HG03470_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03470	05_24_22_R941_HG03470_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7		PRJNA701308	s3://human-pangenomics/working/HPRC/HG03470/raw_data/nanopore/guppy_6/05_24_22_R941_HG03470_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03471	03_14_23_R941_HG03471_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR31366991	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03471/raw_data/nanopore/guppy_6/03_14_23_R941_HG03471_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03471	03_14_23_R941_HG03471_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR31367002	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03471/raw_data/nanopore/guppy_6/03_14_23_R941_HG03471_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03471	HG03471_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR31367175	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03471/raw_data/nanopore/guppy_6/HG03471_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03471	HG03471_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR31367174	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03471/raw_data/nanopore/guppy_6/HG03471_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03471	HG03471_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR31367173	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03471/raw_data/nanopore/guppy_6/HG03471_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
HG03521	10_24_23_R1041_HPRC_HG03521_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	OXFORD_NANOPORE	PromethION	dorado	0.6.0	SRR29497293	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03521/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_HG03521_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
HG03521	10_24_23_R1041_HPRC_HG03521_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	OXFORD_NANOPORE	PromethION	dorado	0.6.0	SRR29497292	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03521/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_HG03521_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
HG03521	10_24_23_R1041_HPRC_HG03521_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	OXFORD_NANOPORE	PromethION	dorado	0.6.0	SRR29497410	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03521/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_24_23_R1041_HPRC_HG03521_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
HG03583	10_31_23_R1041_HPRC_HG03583_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	OXFORD_NANOPORE	PromethION	dorado	0.6.0	SRR29497386	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03583/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG03583_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
HG03583	10_31_23_R1041_HPRC_HG03583_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	OXFORD_NANOPORE	PromethION	dorado	0.6.0	SRR29497385	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03583/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG03583_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
HG03583	10_31_23_R1041_HPRC_HG03583_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	OXFORD_NANOPORE	PromethION	dorado	0.6.0	SRR29497569	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03583/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG03583_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam
HG03654	07_27_21_R941_HG03654_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	OXFORD_NANOPORE	PromethION	guppy	6.5.7	SRR26313829	PRJNA701308	s3://human-pangenomics/working/HPRC/HG03654/raw_data/nanopore/guppy_6/07_27_21_R941_HG03654_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam
