candidate_index	alias_id	locus	direct_type	endpoint	candidate_kind	source	inference_role	biological_label	physical_adjustment	technical_excluded	n_complete	tested_unique	tested_min	tested_max	minor_state_n	eligibility_status	not_estimable_reason	technical_unresolved_as_negative	truth_family_id	representative	truth_aliases
838	11q22.1::leader_packaging_proxy_state::accepted	11q22.1	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	1	38	2	0.0	1.0	18.0	eligible	NA	False	MAGE_TF_0026	True	11q22.1::leader_packaging_proxy_state::accepted;11q22.1::reverse_transcription_primer_proxy_state::accepted
839	11q23.3::leader_packaging_proxy_state::accepted	11q23.3	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
840	12p11.21::leader_packaging_proxy_state::accepted	12p11.21	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
841	12q13.2::leader_packaging_proxy_state::accepted	12q13.2	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	1	38	2	0.0	1.0	12.0	eligible	NA	False	MAGE_TF_0027	True	12q13.2::leader_packaging_proxy_state::accepted
842	12q14.1::leader_packaging_proxy_state::accepted	12q14.1	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	12.0	eligible	NA	False	MAGE_TF_0007	False	12q14.1::env_furin_site_sequence::accepted;12q14.1::env_fusion_peptide_proxy::accepted;12q14.1::env_signal_peptide_proxy::accepted;12q14.1::gag_late_domain_panel::accepted;12q14.1::gag_nc_cchc_panel::accepted;12q14.1::leader_packaging_proxy_state::accepted;12q14.1::pro_core_motif_panel::accepted
843	19p12a::leader_packaging_proxy_state::accepted	19p12a	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
844	19p12b::leader_packaging_proxy_state::accepted	19p12b	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	8.0	eligible	NA	False	MAGE_TF_0002	False	19p12b::accessory_route_sequence_competence::accepted;19p12b::env_furin_site_sequence::accepted;19p12b::env_fusion_peptide_proxy::accepted;19p12b::env_signal_peptide_proxy::accepted;19p12b::gag_late_domain_panel::accepted;19p12b::gag_maturation_cleavage_panel::accepted;19p12b::gag_nc_cchc_panel::accepted;19p12b::integrase_native_tail_stop_compatibility::accepted;19p12b::leader_packaging_proxy_state::accepted;19p12b::pro_core_motif_panel::accepted;19p12b::rec_sequence_competence::accepted;19p12b::reverse_transcription_primer_proxy_state::accepted;19p12b::rnase_h_sequence_compatibility::accepted;19p12b::rt_sequence_compatibility::accepted
845	19p12c::leader_packaging_proxy_state::accepted	19p12c	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	14.0	eligible	NA	False	MAGE_TF_0003	False	19p12c::accessory_route_sequence_competence::accepted;19p12c::env_furin_site_sequence::accepted;19p12c::env_fusion_peptide_proxy::accepted;19p12c::gag_capsid_interface_panel::accepted;19p12c::gag_late_domain_panel::accepted;19p12c::gag_nc_cchc_panel::accepted;19p12c::leader_packaging_proxy_state::accepted;19p12c::np9_sequence_competence::accepted;19p12c::pro_core_motif_panel::accepted;19p12c::reverse_transcription_primer_proxy_state::accepted;19p12c::rt_sequence_compatibility::accepted
846	19p12e::leader_packaging_proxy_state::accepted	19p12e	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
847	19q12::leader_packaging_proxy_state::accepted	19q12	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
848	19q13.12a::leader_packaging_proxy_state::accepted	19q13.12a	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
849	19q13.12b::leader_packaging_proxy_state::accepted	19q13.12b	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
850	19q13.41::leader_packaging_proxy_state::accepted	19q13.41	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
851	19q13.42::leader_packaging_proxy_state::accepted	19q13.42	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
852	1p31.1a::leader_packaging_proxy_state::accepted	1p31.1a	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
853	1p31.1b::leader_packaging_proxy_state::accepted	1p31.1b	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
854	1p34.3::leader_packaging_proxy_state::accepted	1p34.3	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
855	1p36.21b::leader_packaging_proxy_state::accepted	1p36.21b	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
856	1p36.21c::leader_packaging_proxy_state::accepted	1p36.21c	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
857	1q22::leader_packaging_proxy_state::accepted	1q22	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
858	1q23.3::leader_packaging_proxy_state::accepted	1q23.3	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
859	1q24.1::leader_packaging_proxy_state::accepted	1q24.1	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
860	1q32.2::leader_packaging_proxy_state::accepted	1q32.2	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
861	21q21.1::leader_packaging_proxy_state::accepted	21q21.1	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
862	22q11.21::leader_packaging_proxy_state::accepted	22q11.21	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
863	3p12.3::leader_packaging_proxy_state::accepted	3p12.3	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
864	3p25.3::leader_packaging_proxy_state::accepted	3p25.3	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
865	3q12.3::leader_packaging_proxy_state::accepted	3q12.3	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
866	3q13.2::leader_packaging_proxy_state::accepted	3q13.2	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	1.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
867	3q21.2::leader_packaging_proxy_state::accepted	3q21.2	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
868	3q27.2::leader_packaging_proxy_state::accepted	3q27.2	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
869	4p16.1a::leader_packaging_proxy_state::accepted	4p16.1a	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
870	4p16.1b::leader_packaging_proxy_state::accepted	4p16.1b	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
871	4p16.3a::leader_packaging_proxy_state::accepted	4p16.3a	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
872	4p16.3c::leader_packaging_proxy_state::accepted	4p16.3c	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
873	4q13.2::leader_packaging_proxy_state::accepted	4q13.2	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
874	4q32.3::leader_packaging_proxy_state::accepted	4q32.3	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
875	4q35.2_hg38::leader_packaging_proxy_state::accepted	4q35.2_hg38	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
876	5p12::leader_packaging_proxy_state::accepted	5p12	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
877	5p13.3::leader_packaging_proxy_state::accepted	5p13.3	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
878	5q33.2::leader_packaging_proxy_state::accepted	5q33.2	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
879	5q33.3::leader_packaging_proxy_state::accepted	5q33.3	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
880	6p21.1::leader_packaging_proxy_state::accepted	6p21.1	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
881	6p22.1::leader_packaging_proxy_state::accepted	6p22.1	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
882	6q14.1::leader_packaging_proxy_state::accepted	6q14.1	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	1.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
883	7p22.1::leader_packaging_proxy_state::accepted	7p22.1	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	3	36	1	1.0	1.0	36.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
884	7q11.21::leader_packaging_proxy_state::accepted	7q11.21	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
885	8p22::leader_packaging_proxy_state::accepted	8p22	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
886	8p23.1a_hg38::leader_packaging_proxy_state::accepted	8p23.1a_hg38	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	7.0	eligible	NA	False	MAGE_TF_0008	False	8p23.1a_hg38::env_furin_site_sequence::accepted;8p23.1a_hg38::env_fusion_peptide_proxy::accepted;8p23.1a_hg38::env_signal_peptide_proxy::accepted;8p23.1a_hg38::gag_capsid_interface_panel::accepted;8p23.1a_hg38::gag_late_domain_panel::accepted;8p23.1a_hg38::gag_maturation_cleavage_panel::accepted;8p23.1a_hg38::gag_nc_cchc_panel::accepted;8p23.1a_hg38::integrase_core_sequence_compatibility::accepted;8p23.1a_hg38::integrase_full_native_sequence_compatibility::accepted;8p23.1a_hg38::integrase_native_tail_stop_compatibility::accepted;8p23.1a_hg38::leader_packaging_proxy_state::accepted;8p23.1a_hg38::pro_core_motif_panel::accepted;8p23.1a_hg38::reverse_transcription_primer_proxy_state::accepted;8p23.1a_hg38::rnase_h_sequence_compatibility::accepted;8p23.1a_hg38::rt_sequence_compatibility::accepted
887	8p23.1b::leader_packaging_proxy_state::accepted	8p23.1b	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	26	13	1	0.0	0.0	13.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
888	8p23.1c::leader_packaging_proxy_state::accepted	8p23.1c	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	24	15	1	0.0	0.0	15.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
889	8p23.1d::leader_packaging_proxy_state::accepted	8p23.1d	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	26	13	1	0.0	0.0	13.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
890	8p23.1e::leader_packaging_proxy_state::accepted	8p23.1e	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	24	15	1	0.0	0.0	15.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
891	8q11.21::leader_packaging_proxy_state::accepted	8q11.21	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
892	8q11.23_new::leader_packaging_proxy_state::accepted	8q11.23_new	TypeI	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
893	8q24.3c::leader_packaging_proxy_state::accepted	8q24.3c	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
894	Xq21.33::leader_packaging_proxy_state::accepted	Xq21.33	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	1.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
895	Xq28a::leader_packaging_proxy_state::accepted	Xq28a	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
896	Yp11.2::leader_packaging_proxy_state::accepted	Yp11.2	TypeII	leader_packaging_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
897	10p12.1::native_cycle_cis_proxy_state::accepted	10p12.1	TypeI	native_cycle_cis_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
898	10p14::native_cycle_cis_proxy_state::accepted	10p14	TypeII	native_cycle_cis_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
899	10q24.2::native_cycle_cis_proxy_state::accepted	10q24.2	TypeII	native_cycle_cis_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
900	11p15.4::native_cycle_cis_proxy_state::accepted	11p15.4	TypeII	native_cycle_cis_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
901	11q12.3::native_cycle_cis_proxy_state::accepted	11q12.3	TypeII	native_cycle_cis_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	26	13	1	0.0	0.0	13.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
902	11q22.1::native_cycle_cis_proxy_state::accepted	11q22.1	TypeII	native_cycle_cis_proxy_state	accepted_sequence_state	accepted_cis_population_primary_proviruses	descriptive_necessary_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	21	18	1	0.0	0.0	18.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
