alignment	record	reason
21q21.1_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
21q21.1_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
21q21.1_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
21q21.1_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
21q21.1_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
22p13_carrier_kcon.aln.fa	HG00329_hap1	physical_locus_remains_unresolved_or_pooled
22p13_carrier_kcon.aln.fa	HG00423_mat#c1	source_identity_ambiguous_2_exact_matches_of_3_candidates
22p13_carrier_kcon.aln.fa	HG01784_hap1#c1	physical_locus_remains_unresolved_or_pooled
22p13_carrier_kcon.aln.fa	HG02040_hap1	physical_locus_remains_unresolved_or_pooled
22p13_carrier_kcon.aln.fa	HG02809_pat#c2	physical_locus_remains_unresolved_or_pooled
22p13_carrier_kcon.aln.fa	HG03516_mat#c2	source_identity_ambiguous_2_exact_matches_of_2_candidates
22p13_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
22p13_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank#c1	unrecognized_or_reference_alignment_record
22p13_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank#c2	unrecognized_or_reference_alignment_record
22p13_carrier_kcon.aln.fa	NA18570_hap1#c1	source_identity_ambiguous_2_exact_matches_of_2_candidates
22p13_carrier_kcon.aln.fa	NA18570_hap1#c2	source_identity_ambiguous_2_exact_matches_of_2_candidates
22p13_carrier_kcon.aln.fa	NA18960_hap1#c1	physical_locus_remains_unresolved_or_pooled
22p13_carrier_kcon.aln.fa	NA20762_hap1#c2	physical_locus_remains_unresolved_or_pooled
22p13_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
22p13_carrier_kcon.aln.fa	HG00096_h1	physical_locus_remains_unresolved_or_pooled
22p13_carrier_kcon.aln.fa	HG00268_h1	physical_locus_remains_unresolved_or_pooled
22p13_carrier_kcon.aln.fa	HG00731_h1	source_identity_ambiguous_0_exact_matches_of_1_candidates
22p13_carrier_kcon.aln.fa	HG02106_h1	physical_locus_remains_unresolved_or_pooled
22p13_carrier_kcon.aln.fa	HG02587_h1	physical_locus_remains_unresolved_or_pooled
22p13_carrier_kcon.aln.fa	NA12329_h2	source_identity_ambiguous_0_exact_matches_of_1_candidates
22p13_carrier_kcon.aln.fa	NA19836_h1	physical_locus_remains_unresolved_or_pooled
22p13_carrier_kcon.aln.fa	NA20355_h1	physical_locus_remains_unresolved_or_pooled
22q11.21_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
22q11.21_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
22q11.21_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
22q11.21_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
22q11.21_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
22q11.21_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
22q11.21_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
22q11.23_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
22q11.23_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
22q11.23_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
22q11.23_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
22q11.23_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
22q11.23_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
22q11.23_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
2q21.1_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
2q21.1_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
2q21.1_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
2q21.1_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
2q21.1_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
3p12.3_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
3p12.3_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
3p12.3_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
3p12.3_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
3p12.3_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
3p25.3_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
3p25.3_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
3p25.3_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
3p25.3_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
3p25.3_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
3q12.3_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
3q12.3_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
3q12.3_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
3q12.3_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
3q12.3_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
3q13.2_carrier_kcon.aln.fa	HG02841_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
3q13.2_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
3q13.2_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
3q13.2_carrier_kcon.aln.fa	NA18970_hap1	source_identity_ambiguous_0_exact_matches_of_2_candidates
3q13.2_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
3q13.2_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
3q13.2_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
3q21.2_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
3q21.2_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
3q21.2_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
3q21.2_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
3q21.2_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
3q24_hg38_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
3q27.2_carrier_kcon.aln.fa	HG00544_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
3q27.2_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
3q27.2_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
3q27.2_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
3q27.2_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
3q27.2_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
3q27.2_carrier_kcon.aln.fa	HG02587_h2	source_identity_ambiguous_0_exact_matches_of_2_candidates
4p16.1a_carrier_kcon.aln.fa	HG00423_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
4p16.1a_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
4p16.1a_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
4p16.1a_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
4p16.1a_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
4p16.1a_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
4p16.1a_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
4p16.1a_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
4p16.1b_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
4p16.1b_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
4p16.1b_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
4p16.1b_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
4p16.1b_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
4p16.1b_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
4p16.1b_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
4p16.3a_carrier_kcon.aln.fa	HG02165_hap2#c2	source_identity_ambiguous_0_exact_matches_of_1_candidates
4p16.3a_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
4p16.3a_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
4p16.3b_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
4p16.3b_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
4p16.3b_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
4p16.3b_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
4p16.3b_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
4p16.3b_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
4p16.3b_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
4p16.3c_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
4p16.3c_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
4p16.3c_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
4p16.3c_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
4p16.3c_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
4p16.3c_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
4p16.3c_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
4q13.2_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
4q13.2_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
4q13.2_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
4q13.2_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
4q13.2_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
4q13.2_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
4q32.1_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
4q32.1_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
4q32.1_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
4q32.1_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
4q32.1_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
4q32.1_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
4q32.1_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
4q32.3_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
4q32.3_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
4q32.3_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
4q32.3_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
4q32.3_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
4q32.3_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
4q32.3_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
4q35.2_hg38_carrier_kcon.aln.fa	HG01346_pat#c1	source_identity_ambiguous_0_exact_matches_of_2_candidates
4q35.2_hg38_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
5p12_carrier_kcon.aln.fa	HG00140_hap2#c1	source_identity_ambiguous_0_exact_matches_of_2_candidates
5p12_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
5p12_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
5p12_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
5p12_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
5p12_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
5p12_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
5p12_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
5p13.3_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
5p13.3_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
5p13.3_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
5p13.3_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
5p13.3_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
5p13.3_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
5p13.3_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
5q11.2_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
5q11.2_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
5q11.2_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
5q11.2_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
5q11.2_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
5q11.2_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
5q11.2_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
5q33.2_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
5q33.2_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
5q33.2_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
5q33.2_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
5q33.2_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
5q33.2_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
5q33.2_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
5q33.3_carrier_kcon.aln.fa	HG00290_hap2	source_identity_ambiguous_0_exact_matches_of_3_candidates
5q33.3_carrier_kcon.aln.fa	HG01346_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
5q33.3_carrier_kcon.aln.fa	HG02738_pat	source_identity_ambiguous_0_exact_matches_of_3_candidates
5q33.3_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
5q33.3_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
5q33.3_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
5q33.3_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
5q33.3_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
5q33.3_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
5q33.3_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
5q33.3_carrier_kcon.aln.fa	NA19705_h1	source_identity_ambiguous_0_exact_matches_of_2_candidates
6p21.1_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
6p21.1_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
6p21.1_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
6p21.1_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
6p21.1_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
6p21.1_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
6p21.1_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
6p22.1_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
6p22.1_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
6p22.1_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
6p22.1_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
6p22.1_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
6p22.1_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
6p22.1_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
6q11.1_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
6q11.1_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
6q11.1_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
6q11.1_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
6q11.1_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
6q11.1_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
6q14.1_carrier_kcon.aln.fa	HG00738_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
6q14.1_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
6q14.1_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
6q14.1_carrier_kcon.aln.fa	NA20752_hap2	source_identity_ambiguous_0_exact_matches_of_2_candidates
6q14.1_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
6q14.1_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
6q14.1_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
6q14.1_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
6q14.1_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
6q25.1_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
6q25.1_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
6q25.1_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
6q25.1_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
6q25.1_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
6q25.1_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
6q25.1_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
7p22.1_carrier_kcon.aln.fa	HG00099_hap1	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00126_hap1	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00133_hap2	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00140_hap1	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00232_hap1	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00232_hap2	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00235_hap2	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00290_hap1	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00321_hap1	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00323_hap2	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00344_hap1	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00423_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00438_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00558_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00558_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00597_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG005_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00609_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00658_pat	no_included_public_present_original_source_slot
7p22.1_carrier_kcon.aln.fa	HG00673_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00673_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00706_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG00741_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01074_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01099_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01106_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01109_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01150_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01150_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01167_hap2	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01243_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01252_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01252_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01258_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01358_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01358_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01433_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01496_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01784_hap1	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01786_hap1	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01786_hap2	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01884_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01928_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01960_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01960_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01969_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01975_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01975_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01993_mat	source_identity_ambiguous_0_exact_matches_of_2_candidates
7p22.1_carrier_kcon.aln.fa	HG01993_pat	source_identity_ambiguous_0_exact_matches_of_2_candidates
