region	split	tip_count	bootstrap_replicates	bootstrap_count	bootstrap_percent
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;10q24.2__hap1__n127;10q24.2__hap2__n83;11q22.1__hap1__n82;11q22.1__hap2__n68;12q13.2__hap1__n138;12q13.2__hap2__n26;12q14.1__hap1__n104;12q14.1__hap2__n60;19p12b__hap1__n30;19p12b__hap2__n10;19p12c__hap1__n156;19p12c__hap2__n22;19q12__hap1__n328;19q12__hap2__n40;1q22__hap1__n261;1q22__hap2__n30;22q11.21__hap1__n84;22q11.21__hap2__n37;3q13.2__hap1__n179;3q13.2__hap2__n67;3q27.2__hap1__n191;3q27.2__hap2__n73;5p13.3__hap1__n101;5p13.3__hap2__n74;5q33.3__hap1__n298;5q33.3__hap2__n47;6q14.1__hap1__n128;6q14.1__hap2__n49;7p22.1__hap1__n149;7p22.1__hap2__n32;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3;8q11.23_new__hap1__n1;Xq21.33__hap1__n3	36	1000	668	66.8
pol	21q21.1__hap1__n64;21q21.1__hap2__n31;3q21.2__hap1__n92;3q21.2__hap2__n84	4	1000	988	98.8
pol	3q21.2__hap1__n92;3q21.2__hap2__n84	2	1000	1000	100.0
pol	21q21.1__hap1__n64;21q21.1__hap2__n31	2	1000	1000	100.0
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;10q24.2__hap1__n127;10q24.2__hap2__n83;11q22.1__hap1__n82;11q22.1__hap2__n68;12q13.2__hap1__n138;12q13.2__hap2__n26;12q14.1__hap1__n104;12q14.1__hap2__n60;19p12b__hap1__n30;19p12b__hap2__n10;19p12c__hap1__n156;19p12c__hap2__n22;19q12__hap1__n328;19q12__hap2__n40;1q22__hap1__n261;1q22__hap2__n30;21q21.1__hap1__n64;21q21.1__hap2__n31;22q11.21__hap1__n84;22q11.21__hap2__n37;3q13.2__hap1__n179;3q13.2__hap2__n67;3q21.2__hap1__n92;3q21.2__hap2__n84;3q27.2__hap1__n191;3q27.2__hap2__n73;5p13.3__hap1__n101;5p13.3__hap2__n74;5q33.3__hap1__n298;5q33.3__hap2__n47;6q14.1__hap1__n128;6q14.1__hap2__n49;7p22.1__hap1__n149;7p22.1__hap2__n32;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3;8q11.23_new__hap1__n1;Xq21.33__hap1__n3	40	1000	964	96.4
pol	1q23.3__hap1__n185;1q23.3__hap2__n75	2	1000	1000	100.0
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;10q24.2__hap1__n127;10q24.2__hap2__n83;11q22.1__hap1__n82;11q22.1__hap2__n68;12q13.2__hap1__n138;12q13.2__hap2__n26;12q14.1__hap1__n104;12q14.1__hap2__n60;19p12b__hap1__n30;19p12b__hap2__n10;19p12c__hap1__n156;19p12c__hap2__n22;19q12__hap1__n328;19q12__hap2__n40;1q22__hap1__n261;1q22__hap2__n30;1q23.3__hap1__n185;1q23.3__hap2__n75;21q21.1__hap1__n64;21q21.1__hap2__n31;22q11.21__hap1__n84;22q11.21__hap2__n37;3q13.2__hap1__n179;3q13.2__hap2__n67;3q21.2__hap1__n92;3q21.2__hap2__n84;3q27.2__hap1__n191;3q27.2__hap2__n73;5p13.3__hap1__n101;5p13.3__hap2__n74;5q33.3__hap1__n298;5q33.3__hap2__n47;6q14.1__hap1__n128;6q14.1__hap2__n49;7p22.1__hap1__n149;7p22.1__hap2__n32;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3;8q11.23_new__hap1__n1;Xq21.33__hap1__n3	42	1000	550	55.0
pol	11q23.3__hap1__n153;11q23.3__hap2__n139	2	1000	1000	100.0
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;10q24.2__hap1__n127;10q24.2__hap2__n83;11q22.1__hap1__n82;11q22.1__hap2__n68;11q23.3__hap1__n153;11q23.3__hap2__n139;12q13.2__hap1__n138;12q13.2__hap2__n26;12q14.1__hap1__n104;12q14.1__hap2__n60;19p12b__hap1__n30;19p12b__hap2__n10;19p12c__hap1__n156;19p12c__hap2__n22;19q12__hap1__n328;19q12__hap2__n40;1q22__hap1__n261;1q22__hap2__n30;1q23.3__hap1__n185;1q23.3__hap2__n75;21q21.1__hap1__n64;21q21.1__hap2__n31;22q11.21__hap1__n84;22q11.21__hap2__n37;3q13.2__hap1__n179;3q13.2__hap2__n67;3q21.2__hap1__n92;3q21.2__hap2__n84;3q27.2__hap1__n191;3q27.2__hap2__n73;5p13.3__hap1__n101;5p13.3__hap2__n74;5q33.3__hap1__n298;5q33.3__hap2__n47;6q14.1__hap1__n128;6q14.1__hap2__n49;7p22.1__hap1__n149;7p22.1__hap2__n32;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3;8q11.23_new__hap1__n1;Xq21.33__hap1__n3	44	1000	829	82.9
pol	13p13__hap1__n7;13p13__hap2__n2;15p13b__hap1__n13;15p13b__hap2__n2	4	1000	1000	100.0
pol	13p13__hap1__n7;13p13__hap2__n2;15p13b__hap2__n2	3	1000	954	95.4
pol	13p13__hap2__n2;15p13b__hap2__n2	2	1000	508	50.8
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;10q24.2__hap1__n127;10q24.2__hap2__n83;11q22.1__hap1__n82;11q22.1__hap2__n68;11q23.3__hap1__n153;11q23.3__hap2__n139;12q13.2__hap1__n138;12q13.2__hap2__n26;12q14.1__hap1__n104;12q14.1__hap2__n60;13p13__hap1__n7;13p13__hap2__n2;15p13b__hap1__n13;15p13b__hap2__n2;19p12b__hap1__n30;19p12b__hap2__n10;19p12c__hap1__n156;19p12c__hap2__n22;19q12__hap1__n328;19q12__hap2__n40;1q22__hap1__n261;1q22__hap2__n30;1q23.3__hap1__n185;1q23.3__hap2__n75;21q21.1__hap1__n64;21q21.1__hap2__n31;22q11.21__hap1__n84;22q11.21__hap2__n37;3q13.2__hap1__n179;3q13.2__hap2__n67;3q21.2__hap1__n92;3q21.2__hap2__n84;3q27.2__hap1__n191;3q27.2__hap2__n73;5p13.3__hap1__n101;5p13.3__hap2__n74;5q33.3__hap1__n298;5q33.3__hap2__n47;6q14.1__hap1__n128;6q14.1__hap2__n49;7p22.1__hap1__n149;7p22.1__hap2__n32;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3;8q11.23_new__hap1__n1;Xq21.33__hap1__n3	48	1000	703	70.3
pol	1p31.1a__hap1__n108;1p31.1a__hap2__n93	2	1000	1000	100.0
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;10q24.2__hap1__n127;10q24.2__hap2__n83;11q22.1__hap1__n82;11q22.1__hap2__n68;11q23.3__hap1__n153;11q23.3__hap2__n139;12q13.2__hap1__n138;12q13.2__hap2__n26;12q14.1__hap1__n104;12q14.1__hap2__n60;13p13__hap1__n7;13p13__hap2__n2;15p13b__hap1__n13;15p13b__hap2__n2;19p12b__hap1__n30;19p12b__hap2__n10;19p12c__hap1__n156;19p12c__hap2__n22;19q12__hap1__n328;19q12__hap2__n40;1p31.1a__hap1__n108;1p31.1a__hap2__n93;1q22__hap1__n261;1q22__hap2__n30;1q23.3__hap1__n185;1q23.3__hap2__n75;21q21.1__hap1__n64;21q21.1__hap2__n31;22q11.21__hap1__n84;22q11.21__hap2__n37;3q13.2__hap1__n179;3q13.2__hap2__n67;3q21.2__hap1__n92;3q21.2__hap2__n84;3q27.2__hap1__n191;3q27.2__hap2__n73;5p13.3__hap1__n101;5p13.3__hap2__n74;5q33.3__hap1__n298;5q33.3__hap2__n47;6q14.1__hap1__n128;6q14.1__hap2__n49;7p22.1__hap1__n149;7p22.1__hap2__n32;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3;8q11.23_new__hap1__n1;Xq21.33__hap1__n3	50	1000	459	45.9
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;10p14__hap1__n232;10p14__hap2__n40;10q24.2__hap1__n127;10q24.2__hap2__n83;11q22.1__hap1__n82;11q22.1__hap2__n68;11q23.3__hap1__n153;11q23.3__hap2__n139;12q13.2__hap1__n138;12q13.2__hap2__n26;12q14.1__hap1__n104;12q14.1__hap2__n60;13p13__hap1__n7;13p13__hap2__n2;15p13b__hap1__n13;15p13b__hap2__n2;19p12b__hap1__n30;19p12b__hap2__n10;19p12c__hap1__n156;19p12c__hap2__n22;19q12__hap1__n328;19q12__hap2__n40;1p31.1a__hap1__n108;1p31.1a__hap2__n93;1q22__hap1__n261;1q22__hap2__n30;1q23.3__hap1__n185;1q23.3__hap2__n75;21q21.1__hap1__n64;21q21.1__hap2__n31;22q11.21__hap1__n84;22q11.21__hap2__n37;3q13.2__hap1__n179;3q13.2__hap2__n67;3q21.2__hap1__n92;3q21.2__hap2__n84;3q27.2__hap1__n191;3q27.2__hap2__n73;5p13.3__hap1__n101;5p13.3__hap2__n74;5q33.3__hap1__n298;5q33.3__hap2__n47;6q14.1__hap1__n128;6q14.1__hap2__n49;7p22.1__hap1__n149;7p22.1__hap2__n32;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3;8q11.23_new__hap1__n1;Xq21.33__hap1__n3	52	1000	913	91.3
pol	5p12__hap1__n215;5p12__hap2__n83	2	1000	1000	100.0
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;10p14__hap1__n232;10p14__hap2__n40;10q24.2__hap1__n127;10q24.2__hap2__n83;11q22.1__hap1__n82;11q22.1__hap2__n68;11q23.3__hap1__n153;11q23.3__hap2__n139;12q13.2__hap1__n138;12q13.2__hap2__n26;12q14.1__hap1__n104;12q14.1__hap2__n60;13p13__hap1__n7;13p13__hap2__n2;15p13b__hap1__n13;15p13b__hap2__n2;19p12b__hap1__n30;19p12b__hap2__n10;19p12c__hap1__n156;19p12c__hap2__n22;19q12__hap1__n328;19q12__hap2__n40;1p31.1a__hap1__n108;1p31.1a__hap2__n93;1q22__hap1__n261;1q22__hap2__n30;1q23.3__hap1__n185;1q23.3__hap2__n75;21q21.1__hap1__n64;21q21.1__hap2__n31;22q11.21__hap1__n84;22q11.21__hap2__n37;3q13.2__hap1__n179;3q13.2__hap2__n67;3q21.2__hap1__n92;3q21.2__hap2__n84;3q27.2__hap1__n191;3q27.2__hap2__n73;5p12__hap1__n215;5p12__hap2__n83;5p13.3__hap1__n101;5p13.3__hap2__n74;5q33.3__hap1__n298;5q33.3__hap2__n47;6q14.1__hap1__n128;6q14.1__hap2__n49;7p22.1__hap1__n149;7p22.1__hap2__n32;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3;8q11.23_new__hap1__n1;Xq21.33__hap1__n3	54	1000	858	85.8
pol	11q12.3__hap1__n212;11q12.3__hap2__n85;12p11.21__hap1__n243;12p11.21__hap2__n84;19p12a__hap1__n219;19p12a__hap2__n93;19q13.12b__hap1__n226;19q13.12b__hap2__n135;6p22.1__hap1__n132;6p22.1__hap2__n81	10	1000	613	61.3
pol	12p11.21__hap1__n243;12p11.21__hap2__n84;19p12a__hap1__n219;19p12a__hap2__n93;19q13.12b__hap1__n226;19q13.12b__hap2__n135;6p22.1__hap1__n132;6p22.1__hap2__n81	8	1000	381	38.1
pol	19q13.12b__hap1__n226;19q13.12b__hap2__n135	2	1000	1000	100.0
pol	12p11.21__hap1__n243;12p11.21__hap2__n84;19p12a__hap1__n219;19p12a__hap2__n93;6p22.1__hap1__n132;6p22.1__hap2__n81	6	1000	359	35.9
pol	6p22.1__hap1__n132;6p22.1__hap2__n81	2	1000	1000	100.0
pol	12p11.21__hap1__n243;12p11.21__hap2__n84;19p12a__hap1__n219;19p12a__hap2__n93	4	1000	671	67.1
pol	19p12a__hap1__n219;19p12a__hap2__n93	2	1000	1000	100.0
pol	12p11.21__hap1__n243;12p11.21__hap2__n84	2	1000	1000	100.0
pol	11q12.3__hap1__n212;11q12.3__hap2__n85	2	1000	1000	100.0
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;10p14__hap1__n232;10p14__hap2__n40;10q24.2__hap1__n127;10q24.2__hap2__n83;11q12.3__hap1__n212;11q12.3__hap2__n85;11q22.1__hap1__n82;11q22.1__hap2__n68;11q23.3__hap1__n153;11q23.3__hap2__n139;12p11.21__hap1__n243;12p11.21__hap2__n84;12q13.2__hap1__n138;12q13.2__hap2__n26;12q14.1__hap1__n104;12q14.1__hap2__n60;13p13__hap1__n7;13p13__hap2__n2;15p13b__hap1__n13;15p13b__hap2__n2;19p12a__hap1__n219;19p12a__hap2__n93;19p12b__hap1__n30;19p12b__hap2__n10;19p12c__hap1__n156;19p12c__hap2__n22;19q12__hap1__n328;19q12__hap2__n40;19q13.12b__hap1__n226;19q13.12b__hap2__n135;1p31.1a__hap1__n108;1p31.1a__hap2__n93;1q22__hap1__n261;1q22__hap2__n30;1q23.3__hap1__n185;1q23.3__hap2__n75;21q21.1__hap1__n64;21q21.1__hap2__n31;22q11.21__hap1__n84;22q11.21__hap2__n37;3q13.2__hap1__n179;3q13.2__hap2__n67;3q21.2__hap1__n92;3q21.2__hap2__n84;3q27.2__hap1__n191;3q27.2__hap2__n73;5p12__hap1__n215;5p12__hap2__n83;5p13.3__hap1__n101;5p13.3__hap2__n74;5q33.3__hap1__n298;5q33.3__hap2__n47;6p22.1__hap1__n132;6p22.1__hap2__n81;6q14.1__hap1__n128;6q14.1__hap2__n49;7p22.1__hap1__n149;7p22.1__hap2__n32;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3;8q11.23_new__hap1__n1;Xq21.33__hap1__n3	64	1000	472	47.2
pol	19q13.12a__hap1__n277;19q13.12a__hap2__n121;19q13.41__hap1__n169;19q13.41__hap2__n133;19q13.42__hap1__n132;19q13.42__hap2__n84;1q21.3__hap1__n310;1q21.3__hap2__n7	8	1000	803	80.3
pol	19q13.41__hap1__n169;19q13.41__hap2__n133;19q13.42__hap1__n132;19q13.42__hap2__n84	4	1000	840	84.0
pol	19q13.42__hap1__n132;19q13.42__hap2__n84	2	1000	1000	100.0
pol	19q13.41__hap1__n169;19q13.41__hap2__n133	2	1000	1000	100.0
pol	19q13.12a__hap1__n277;19q13.12a__hap2__n121;1q21.3__hap1__n310;1q21.3__hap2__n7	4	1000	982	98.2
pol	1q21.3__hap1__n310;1q21.3__hap2__n7	2	1000	1000	100.0
pol	19q13.12a__hap1__n277;19q13.12a__hap2__n121	2	1000	1000	100.0
pol	11p15.4__hap1__n207;11p15.4__hap2__n77;11q12.1__hap1__n200;11q12.1__hap2__n154;14q32.33__hap1__n51;14q32.33__hap2__n36;15p13a__hap1__n12;15p13a__hap2__n5;1p36.21a__hap1__n166;1p36.21a__hap2__n67;1p36.21b__hap1__n195;1p36.21b__hap2__n44;1p36.21c__hap1__n152;1p36.21c__hap2__n96;1q24.1__hap1__n150;1q24.1__hap2__n129;20q11.22__hap1__n142;20q11.22__hap2__n69;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14;22p13__hap2__n6;22q11.23__hap1__n61;22q11.23__hap2__n40;3p12.3__hap1__n129;3p12.3__hap2__n56;3q12.3__hap1__n80;3q12.3__hap2__n77;4p16.1a__hap1__n174;4p16.1a__hap2__n60;4p16.1b__hap1__n96;4p16.1b__hap2__n72;4p16.3a__hap1__n21;4p16.3a__hap2__n13;4p16.3c__hap1__n78;4p16.3c__hap2__n59;4q13.2__hap1__n147;4q13.2__hap2__n37;4q35.2_hg38__hap1__n83;4q35.2_hg38__hap2__n16;5q33.2__hap1__n231;5q33.2__hap2__n71;6p21.1__hap1__n238;6p21.1__hap2__n65;6q11.1__hap1__n160;6q11.1__hap2__n105;8p23.1b__hap1__n41;8p23.1b__hap2__n35;8p23.1c__hap1__n105;8p23.1c__hap2__n12;8p23.1d__hap1__n58;8p23.1d__hap2__n31;8p23.1e__hap1__n87;8p23.1e__hap2__n39;8q11.21__hap1__n126;8q11.21__hap2__n100;8q24.3c__hap1__n138;8q24.3c__hap2__n113;9q34.11__hap1__n422;9q34.11__hap2__n5;9q34.3__hap1__n201;9q34.3__hap2__n106;Xq12__hap1__n140;Xq12__hap2__n64;Yp11.2__hap1__n19;Yp11.2__hap2__n17	66	1000	682	68.2
pol	3q12.3__hap1__n80;3q12.3__hap2__n77	2	1000	1000	100.0
pol	11p15.4__hap1__n207;11p15.4__hap2__n77;11q12.1__hap1__n200;11q12.1__hap2__n154;14q32.33__hap1__n51;14q32.33__hap2__n36;15p13a__hap1__n12;15p13a__hap2__n5;1p36.21a__hap1__n166;1p36.21a__hap2__n67;1p36.21b__hap1__n195;1p36.21b__hap2__n44;1p36.21c__hap1__n152;1p36.21c__hap2__n96;1q24.1__hap1__n150;1q24.1__hap2__n129;20q11.22__hap1__n142;20q11.22__hap2__n69;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14;22p13__hap2__n6;22q11.23__hap1__n61;22q11.23__hap2__n40;3p12.3__hap1__n129;3p12.3__hap2__n56;4p16.1a__hap1__n174;4p16.1a__hap2__n60;4p16.1b__hap1__n96;4p16.1b__hap2__n72;4p16.3a__hap1__n21;4p16.3a__hap2__n13;4p16.3c__hap1__n78;4p16.3c__hap2__n59;4q13.2__hap1__n147;4q13.2__hap2__n37;4q35.2_hg38__hap1__n83;4q35.2_hg38__hap2__n16;5q33.2__hap1__n231;5q33.2__hap2__n71;6p21.1__hap1__n238;6p21.1__hap2__n65;6q11.1__hap1__n160;6q11.1__hap2__n105;8p23.1b__hap1__n41;8p23.1b__hap2__n35;8p23.1c__hap1__n105;8p23.1c__hap2__n12;8p23.1d__hap1__n58;8p23.1d__hap2__n31;8p23.1e__hap1__n87;8p23.1e__hap2__n39;8q11.21__hap1__n126;8q11.21__hap2__n100;8q24.3c__hap1__n138;8q24.3c__hap2__n113;9q34.11__hap1__n422;9q34.11__hap2__n5;9q34.3__hap1__n201;9q34.3__hap2__n106;Xq12__hap1__n140;Xq12__hap2__n64;Yp11.2__hap1__n19;Yp11.2__hap2__n17	64	1000	735	73.5
pol	9q34.3__hap1__n201;9q34.3__hap2__n106	2	1000	1000	100.0
pol	11p15.4__hap1__n207;11p15.4__hap2__n77;11q12.1__hap1__n200;11q12.1__hap2__n154;14q32.33__hap1__n51;14q32.33__hap2__n36;15p13a__hap1__n12;15p13a__hap2__n5;1p36.21a__hap1__n166;1p36.21a__hap2__n67;1p36.21b__hap1__n195;1p36.21b__hap2__n44;1p36.21c__hap1__n152;1p36.21c__hap2__n96;1q24.1__hap1__n150;1q24.1__hap2__n129;20q11.22__hap1__n142;20q11.22__hap2__n69;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14;22p13__hap2__n6;22q11.23__hap1__n61;22q11.23__hap2__n40;3p12.3__hap1__n129;3p12.3__hap2__n56;4p16.1a__hap1__n174;4p16.1a__hap2__n60;4p16.1b__hap1__n96;4p16.1b__hap2__n72;4p16.3a__hap1__n21;4p16.3a__hap2__n13;4p16.3c__hap1__n78;4p16.3c__hap2__n59;4q13.2__hap1__n147;4q13.2__hap2__n37;4q35.2_hg38__hap1__n83;4q35.2_hg38__hap2__n16;5q33.2__hap1__n231;5q33.2__hap2__n71;6p21.1__hap1__n238;6p21.1__hap2__n65;6q11.1__hap1__n160;6q11.1__hap2__n105;8p23.1b__hap1__n41;8p23.1b__hap2__n35;8p23.1c__hap1__n105;8p23.1c__hap2__n12;8p23.1d__hap1__n58;8p23.1d__hap2__n31;8p23.1e__hap1__n87;8p23.1e__hap2__n39;8q11.21__hap1__n126;8q11.21__hap2__n100;8q24.3c__hap1__n138;8q24.3c__hap2__n113;9q34.11__hap1__n422;9q34.11__hap2__n5;Xq12__hap1__n140;Xq12__hap2__n64;Yp11.2__hap1__n19;Yp11.2__hap2__n17	62	1000	739	73.9
pol	22q11.23__hap1__n61;22q11.23__hap2__n40	2	1000	1000	100.0
pol	11p15.4__hap1__n207;11p15.4__hap2__n77;11q12.1__hap1__n200;11q12.1__hap2__n154;14q32.33__hap1__n51;14q32.33__hap2__n36;15p13a__hap1__n12;15p13a__hap2__n5;1p36.21a__hap1__n166;1p36.21a__hap2__n67;1p36.21b__hap1__n195;1p36.21b__hap2__n44;1p36.21c__hap1__n152;1p36.21c__hap2__n96;1q24.1__hap1__n150;1q24.1__hap2__n129;20q11.22__hap1__n142;20q11.22__hap2__n69;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14;22p13__hap2__n6;3p12.3__hap1__n129;3p12.3__hap2__n56;4p16.1a__hap1__n174;4p16.1a__hap2__n60;4p16.1b__hap1__n96;4p16.1b__hap2__n72;4p16.3a__hap1__n21;4p16.3a__hap2__n13;4p16.3c__hap1__n78;4p16.3c__hap2__n59;4q13.2__hap1__n147;4q13.2__hap2__n37;4q35.2_hg38__hap1__n83;4q35.2_hg38__hap2__n16;5q33.2__hap1__n231;5q33.2__hap2__n71;6p21.1__hap1__n238;6p21.1__hap2__n65;6q11.1__hap1__n160;6q11.1__hap2__n105;8p23.1b__hap1__n41;8p23.1b__hap2__n35;8p23.1c__hap1__n105;8p23.1c__hap2__n12;8p23.1d__hap1__n58;8p23.1d__hap2__n31;8p23.1e__hap1__n87;8p23.1e__hap2__n39;8q11.21__hap1__n126;8q11.21__hap2__n100;8q24.3c__hap1__n138;8q24.3c__hap2__n113;9q34.11__hap1__n422;9q34.11__hap2__n5;Xq12__hap1__n140;Xq12__hap2__n64;Yp11.2__hap1__n19;Yp11.2__hap2__n17	60	1000	550	55.0
pol	20q11.22__hap1__n142;20q11.22__hap2__n69;Xq12__hap1__n140;Xq12__hap2__n64	4	1000	837	83.7
pol	Xq12__hap1__n140;Xq12__hap2__n64	2	1000	997	99.7
pol	20q11.22__hap1__n142;20q11.22__hap2__n69	2	1000	1000	100.0
pol	11p15.4__hap1__n207;11p15.4__hap2__n77;11q12.1__hap1__n200;11q12.1__hap2__n154;14q32.33__hap1__n51;14q32.33__hap2__n36;15p13a__hap1__n12;15p13a__hap2__n5;1p36.21a__hap1__n166;1p36.21a__hap2__n67;1p36.21b__hap1__n195;1p36.21b__hap2__n44;1p36.21c__hap1__n152;1p36.21c__hap2__n96;1q24.1__hap1__n150;1q24.1__hap2__n129;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14;22p13__hap2__n6;3p12.3__hap1__n129;3p12.3__hap2__n56;4p16.1a__hap1__n174;4p16.1a__hap2__n60;4p16.1b__hap1__n96;4p16.1b__hap2__n72;4p16.3a__hap1__n21;4p16.3a__hap2__n13;4p16.3c__hap1__n78;4p16.3c__hap2__n59;4q13.2__hap1__n147;4q13.2__hap2__n37;4q35.2_hg38__hap1__n83;4q35.2_hg38__hap2__n16;5q33.2__hap1__n231;5q33.2__hap2__n71;6p21.1__hap1__n238;6p21.1__hap2__n65;6q11.1__hap1__n160;6q11.1__hap2__n105;8p23.1b__hap1__n41;8p23.1b__hap2__n35;8p23.1c__hap1__n105;8p23.1c__hap2__n12;8p23.1d__hap1__n58;8p23.1d__hap2__n31;8p23.1e__hap1__n87;8p23.1e__hap2__n39;8q11.21__hap1__n126;8q11.21__hap2__n100;8q24.3c__hap1__n138;8q24.3c__hap2__n113;9q34.11__hap1__n422;9q34.11__hap2__n5;Yp11.2__hap1__n19;Yp11.2__hap2__n17	56	1000	632	63.2
pol	11q12.1__hap1__n200;11q12.1__hap2__n154;14q32.33__hap1__n51;14q32.33__hap2__n36;1p36.21a__hap1__n166;1p36.21a__hap2__n67;1p36.21b__hap1__n195;1p36.21b__hap2__n44;1p36.21c__hap1__n152;1p36.21c__hap2__n96;1q24.1__hap1__n150;1q24.1__hap2__n129;6p21.1__hap1__n238;6p21.1__hap2__n65	14	1000	194	19.4
pol	14q32.33__hap1__n51;14q32.33__hap2__n36;1q24.1__hap1__n150;1q24.1__hap2__n129;6p21.1__hap1__n238;6p21.1__hap2__n65	6	1000	107	10.7
pol	1q24.1__hap1__n150;1q24.1__hap2__n129;6p21.1__hap1__n238;6p21.1__hap2__n65	4	1000	402	40.2
pol	6p21.1__hap1__n238;6p21.1__hap2__n65	2	1000	1000	100.0
pol	1q24.1__hap1__n150;1q24.1__hap2__n129	2	1000	1000	100.0
pol	14q32.33__hap1__n51;14q32.33__hap2__n36	2	1000	1000	100.0
pol	11q12.1__hap1__n200;11q12.1__hap2__n154;1p36.21a__hap1__n166;1p36.21a__hap2__n67;1p36.21b__hap1__n195;1p36.21b__hap2__n44;1p36.21c__hap1__n152;1p36.21c__hap2__n96	8	1000	273	27.3
pol	1p36.21a__hap1__n166;1p36.21a__hap2__n67;1p36.21b__hap1__n195;1p36.21b__hap2__n44;1p36.21c__hap1__n152;1p36.21c__hap2__n96	6	1000	940	94.0
pol	1p36.21b__hap1__n195;1p36.21b__hap2__n44;1p36.21c__hap1__n152;1p36.21c__hap2__n96	4	1000	594	59.4
pol	1p36.21c__hap1__n152;1p36.21c__hap2__n96	2	1000	999	99.9
pol	1p36.21b__hap1__n195;1p36.21b__hap2__n44	2	1000	1000	100.0
pol	1p36.21a__hap1__n166;1p36.21a__hap2__n67	2	1000	986	98.6
pol	11q12.1__hap1__n200;11q12.1__hap2__n154	2	1000	1000	100.0
pol	11p15.4__hap1__n207;11p15.4__hap2__n77;15p13a__hap1__n12;15p13a__hap2__n5;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14;22p13__hap2__n6;3p12.3__hap1__n129;3p12.3__hap2__n56;4p16.1a__hap1__n174;4p16.1a__hap2__n60;4p16.1b__hap1__n96;4p16.1b__hap2__n72;4p16.3a__hap1__n21;4p16.3a__hap2__n13;4p16.3c__hap1__n78;4p16.3c__hap2__n59;4q13.2__hap1__n147;4q13.2__hap2__n37;4q35.2_hg38__hap1__n83;4q35.2_hg38__hap2__n16;5q33.2__hap1__n231;5q33.2__hap2__n71;6q11.1__hap1__n160;6q11.1__hap2__n105;8p23.1b__hap1__n41;8p23.1b__hap2__n35;8p23.1c__hap1__n105;8p23.1c__hap2__n12;8p23.1d__hap1__n58;8p23.1d__hap2__n31;8p23.1e__hap1__n87;8p23.1e__hap2__n39;8q11.21__hap1__n126;8q11.21__hap2__n100;8q24.3c__hap1__n138;8q24.3c__hap2__n113;9q34.11__hap1__n422;9q34.11__hap2__n5;Yp11.2__hap1__n19;Yp11.2__hap2__n17	42	1000	358	35.8
pol	4q13.2__hap1__n147;4q13.2__hap2__n37;5q33.2__hap1__n231;5q33.2__hap2__n71	4	1000	306	30.6
pol	5q33.2__hap1__n231;5q33.2__hap2__n71	2	1000	1000	100.0
pol	4q13.2__hap1__n147;4q13.2__hap2__n37	2	1000	1000	100.0
pol	11p15.4__hap1__n207;11p15.4__hap2__n77;15p13a__hap1__n12;15p13a__hap2__n5;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14;22p13__hap2__n6;3p12.3__hap1__n129;3p12.3__hap2__n56;4p16.1a__hap1__n174;4p16.1a__hap2__n60;4p16.1b__hap1__n96;4p16.1b__hap2__n72;4p16.3a__hap1__n21;4p16.3a__hap2__n13;4p16.3c__hap1__n78;4p16.3c__hap2__n59;4q35.2_hg38__hap1__n83;4q35.2_hg38__hap2__n16;6q11.1__hap1__n160;6q11.1__hap2__n105;8p23.1b__hap1__n41;8p23.1b__hap2__n35;8p23.1c__hap1__n105;8p23.1c__hap2__n12;8p23.1d__hap1__n58;8p23.1d__hap2__n31;8p23.1e__hap1__n87;8p23.1e__hap2__n39;8q11.21__hap1__n126;8q11.21__hap2__n100;8q24.3c__hap1__n138;8q24.3c__hap2__n113;9q34.11__hap1__n422;9q34.11__hap2__n5;Yp11.2__hap1__n19;Yp11.2__hap2__n17	38	1000	506	50.6
